age,income,loanamount,monthsemployed,interestrate
38,78246,147131,22,23.21
65,129587,159945,31,11.69
67,50187,182008,94,2.11
65,142337,130435,81,9.22
64,16848,77463,12,5.16
21,46207,182966,81,9.72
64,119955,203619,112,7.96
68,26338,135816,57,18.59
53,18999,86526,31,21.58
55,37162,176899,96,23.58
24,125177,31243,21,8.22
39,47221,162441,73,10.34
32,83319,120193,106,12.91
31,64295,101292,67,4.35
30,33222,188393,119,6.9
66,93031,181935,4,16.73
18,16699,226449,20,2.2
20,86864,42302,103,15.21
47,129774,132884,44,4.17
59,72615,134593,33,20.95
32,147084,108982,65,11.82
55,77537,69366,93,2.37
35,34600,53400,82,17.51
42,26537,33752,16,4.27
60,23425,100811,5,4.77
39,90862,44411,49,22.56
33,149249,101942,57,23.43
49,125237,64050,58,16.89
60,139489,112115,98,14.22
31,128666,187967,54,19.4
56,105616,240296,38,10.4
66,128471,215577,34,16.18
69,19801,144566,96,22.09
43,28558,213349,18,19.43
33,142805,97744,58,15.76
30,36170,177346,1,24.42
45,69833,73115,79,8.26
18,56323,102592,88,12.3
36,16204,66161,61,17.12
39,79724,138184,93,14.93
35,48184,54172,115,12.87
18,42586,231482,9,15.05
19,139416,197295,24,12.77
46,47178,80917,85,24.05
25,57016,60348,70,6.4
64,143709,107232,111,9.2
53,91872,249903,34,19.38
64,96519,223127,98,4.2
54,120872,39167,46,19.83
24,101167,154011,90,5.75
39,52066,174698,4,20.38
52,48927,72250,96,8.38
32,51227,111031,49,4.17
66,139380,209478,19,4.29
52,52785,126977,95,6.7
66,133370,190478,28,11.89
39,122100,69303,71,22.71
41,88126,126630,82,24.33
19,140559,202663,94,19.39
62,117618,84198,73,22.08
56,44383,94198,88,23.92
55,48827,55395,103,20.31
35,51972,172902,81,7.22
67,77651,135094,72,10.15
44,79120,238459,80,22.42
62,54087,209672,52,7.8
20,125178,85711,31,7.38
42,92704,238599,107,20.28
65,104322,32627,3,20.77
47,61461,220016,109,16.32
57,141945,149680,59,24.05
19,140865,127800,77,17.72
44,50766,41273,68,21.26
18,63152,201133,12,8.12
34,130271,198729,88,15.05
31,102636,91195,23,9.64
28,40656,249715,39,24.52
43,61295,7569,102,10.44
45,101857,137360,19,18.52
34,79623,186920,106,6.72
47,57550,75947,27,18.12
31,86857,247347,26,12.95
22,129120,70047,48,19.58
26,127258,182847,72,24.96
59,71944,59292,115,12.22
57,133353,232483,37,4.15
69,41977,230281,3,20.05
30,41438,152012,59,2.04
20,18685,140750,0,17.8
31,67873,226920,89,4.59
32,108333,103574,75,17.39
53,22278,23195,79,3.36
45,34264,201877,118,7.88
34,42078,77159,9,8.75
19,71982,189763,94,14.62
60,47820,241418,75,7.1
58,131889,39173,74,5.12
40,55619,190935,110,15.11
31,16991,182872,71,16.1
19,40614,196356,28,9.38
55,134516,110050,51,14.88
26,34498,143354,77,13.03
58,126701,33963,56,12.64
66,100522,201417,15,4.44
20,88748,200823,101,4.05
38,56101,236627,117,5.58
37,87701,48260,118,17.88
65,104432,185245,68,14.48
68,137818,137363,72,13.31
32,108599,170439,31,12.64
37,23962,160822,69,3.16
67,103582,143811,113,20.37
44,35743,39262,63,20.93
42,83151,237218,71,16.79
32,79493,30641,36,10.1
65,125317,237335,91,4.24
62,129932,242150,110,18.68
38,88860,59361,24,10.4
25,149870,146098,91,22.16
51,93890,100068,22,18.49
28,123516,73339,75,12.53
56,60392,184231,33,23.21
41,78047,126225,106,23.99
51,63385,71441,114,4.27
68,24527,17263,35,21.14
38,66815,60888,67,23.87
31,143076,27396,82,22.96
33,93413,171029,25,5.56
68,137701,159897,81,8.2
34,86000,54788,23,20.21
58,114273,159851,9,16.57
60,118748,46423,100,8.46
45,88455,223276,12,12.49
56,52175,117748,84,12.36
24,15195,237265,111,12.38
20,68912,83899,97,2.7
48,71311,171220,106,4.6
45,112067,88149,28,6.35
35,58979,162060,23,24.31
40,81517,166954,82,17.13
65,129966,213338,25,21.03
38,129654,216972,93,15.29
52,58266,32600,73,5.54
45,51880,77039,16,2.17
33,72557,32347,70,6.87
65,145505,143120,4,5.14
32,23497,121261,119,8.75
28,19953,190631,55,4.35
56,40478,39975,50,17.4
46,48388,59879,112,20.68
34,52526,68836,86,6.28
25,89577,231157,116,11.48
35,119059,45510,33,15.72
40,35604,12736,109,16.9
23,72632,176112,33,13.94
28,85176,47212,90,17.37
64,56550,18275,14,2.07
68,75920,86086,98,23.91
40,105305,117612,85,17.09
36,34525,68525,25,18.88
38,79887,51532,80,19.68
52,78598,172799,81,16.2
27,134614,157806,65,7.01
59,93043,84137,59,19.75
69,92498,34698,75,5.16
27,82881,224186,63,10.04
62,124644,165507,44,2.35
39,92732,131820,19,4.57
57,128532,51598,15,11.81
45,97745,187977,98,23.8
31,42560,247167,18,7.54
69,85197,244749,0,9.71
18,44293,21919,68,13.28
24,125087,239009,88,17.69
46,61811,155019,55,15.77
59,134863,167677,7,21.02
37,114080,14247,19,2.2
69,126013,117274,81,10.82
40,72885,131566,8,22.34
21,93936,120203,41,22.26
64,136096,153480,49,4.34
32,107255,185259,55,21.07
33,91448,11475,42,22.37
68,73441,27180,34,11.49
18,58227,182000,83,3.46
69,77220,201395,118,12.86
60,149677,222041,101,4.52
42,51469,43625,13,23.93
21,63671,116799,78,3.25
30,65052,136614,52,20.73
61,56156,149347,60,18.45
18,97021,245194,55,18.73
42,89394,221070,14,8.65
51,94479,55136,77,3.25
66,79823,13277,50,2.97
53,40731,63966,102,13.87
18,40996,147232,81,16.05
31,148837,183877,75,2.66
39,125292,207097,80,13.08
57,54907,126020,28,20.3
50,136542,194737,57,3.78
62,58723,50220,45,4.32
27,46730,27718,111,7.02
21,98202,127308,79,23.4
65,59883,197516,75,9.8
44,127143,11222,11,19.25
20,50709,12832,112,18.27
54,125807,119910,97,11.86
20,89454,215644,77,3.92
62,127387,61487,67,19.89
62,97019,88784,100,24.06
52,126839,67209,116,22.58
26,49693,245554,94,6.92
29,77179,235824,17,2.17
18,60317,14393,29,20.63
62,88461,111186,49,19.17
21,31133,223499,78,21.23
25,68060,106953,38,6.32
45,130533,118449,64,12.5
38,63899,150327,0,13.26
30,117795,154878,19,2.68
59,56693,71825,73,10.39
37,146866,32540,9,12.0
44,134605,97636,42,23.5
54,134767,168034,56,2.1
24,48681,21661,105,18.03
36,25369,58215,15,6.9
31,26747,231570,108,19.86
45,83805,108214,84,24.76
34,129648,104308,104,15.84
41,56665,193527,40,7.6
49,81158,206244,22,21.29
69,88608,19021,33,24.48
58,25129,128785,10,15.37
36,102038,206478,26,13.78
68,131877,218091,50,10.64
36,147622,115395,20,7.94
38,65629,220110,45,11.36
24,30227,173445,102,4.39
44,93039,122911,26,23.41
66,59964,146815,62,7.61
59,142316,143322,5,24.74
46,47087,185879,92,5.1
28,100788,29670,53,11.09
23,99245,216947,37,15.03
32,107693,97746,70,4.95
65,111746,88587,20,3.16
27,141838,26175,104,22.91
52,30123,39928,70,17.49
43,36356,178350,83,15.19
63,26563,128284,106,14.54
24,105284,204978,66,6.47
62,79462,248288,63,23.78
57,148042,162846,56,15.13
58,107698,84914,31,14.07
58,62875,44180,83,13.31
69,19572,54995,54,24.98
33,58453,114864,16,17.35
69,141182,35264,38,6.15
40,41307,38329,18,21.71
34,70200,62206,86,9.73
44,123985,49451,59,3.57
35,63857,79758,36,20.89
57,26254,51784,81,2.57
65,94792,93224,71,14.65
51,66180,18145,103,19.62
56,143093,134855,38,3.57
40,62543,54493,91,23.96
35,58621,41974,45,13.53
49,19038,234064,86,18.53
18,121729,142792,41,4.74
53,39788,11941,13,15.43
59,139962,99001,87,9.84
61,28172,21203,49,9.03
66,144036,160988,55,5.0
30,86478,248020,51,23.06
43,93191,62052,31,15.76
22,80233,168448,62,17.0
31,41741,21986,26,22.84
58,17726,29252,28,21.66
56,48506,22844,59,16.72
59,131510,8994,93,12.69
66,78895,161715,104,15.67
32,109401,20701,14,11.79
59,86632,22778,44,10.84
51,44236,164980,16,21.64
39,84518,21846,93,9.06
28,24462,221326,39,10.59
44,75822,9315,36,24.11
60,129392,94044,39,14.15
33,88686,76107,65,4.07
41,149950,39821,101,16.75
50,105063,202644,78,11.51
28,30204,74927,110,9.25
40,115872,12431,2,14.66
62,32309,38098,44,4.12
48,110608,74377,30,18.37
55,51192,175015,63,14.91
49,89353,185230,33,4.28
25,39459,63900,66,11.32
31,74110,57355,79,18.63
59,108979,243862,60,24.05
24,89394,173343,7,11.83
57,67537,225644,109,18.76
27,19765,43390,84,18.11
42,95585,160483,5,13.38
53,99695,162359,25,10.61
34,94906,149064,95,11.28
18,51457,193500,37,19.35
38,43395,69870,114,2.41
29,45470,234626,57,21.69
63,135434,72774,91,6.08
69,24055,217453,18,8.43
57,83016,210388,68,14.7
66,124702,23966,109,15.78
24,76765,186847,67,22.7
22,15136,15892,79,5.25
64,145971,82150,29,13.59
60,32982,104133,28,10.39
32,125418,245672,33,24.38
51,39180,183191,54,8.72
39,137450,240030,91,3.94
36,137477,83716,55,16.76
57,107028,223479,52,19.23
42,61792,58924,79,21.02
34,18281,42224,41,20.42
63,148054,221408,91,10.15
60,105897,61536,96,7.61
61,24151,55346,48,17.87
49,27451,176893,69,12.02
59,64337,159430,54,20.62
40,148827,53529,26,9.84
23,48567,143738,45,7.93
21,32018,219962,93,12.06
18,119489,40185,53,13.62
51,139154,133152,76,3.26
63,111547,108232,117,18.16
46,112254,193390,9,21.85
21,127938,126126,67,16.92
54,74615,101541,68,8.25
44,35470,12732,90,10.46
64,26927,145808,37,8.17
58,97487,34017,107,15.65
65,137545,147184,9,11.85
30,112820,231454,10,8.45
20,65056,238068,101,7.48
54,19308,157449,9,4.41
23,128179,66013,18,17.95
27,60043,49929,62,13.97
40,67777,116830,109,19.78
48,63693,90923,83,3.64
32,61348,219908,22,3.16
34,46298,50712,40,9.37
46,34330,105272,54,24.35
56,58839,156066,10,5.05
50,125843,161472,29,3.33
44,33643,106515,66,20.56
57,59697,187107,83,20.37
19,37728,243701,64,5.82
62,140230,114445,93,22.23
45,68219,216424,70,9.68
21,61448,200783,54,11.98
56,54240,23875,103,9.37
68,62781,61011,76,2.08
60,37482,177136,2,3.99
30,90512,233656,60,23.08
65,50328,191356,50,14.13
23,87200,137202,108,9.95
33,35847,26330,98,5.07
21,94605,64619,65,21.0
39,89298,227023,12,13.62
42,30715,23223,21,20.66
50,90585,23711,34,15.04
47,26325,23598,107,16.7
48,99177,209170,19,12.1
61,149168,39961,29,11.21
38,140676,248873,96,8.15
26,70241,138172,7,11.24
66,52357,51918,49,23.88
55,93557,71400,15,9.66
59,75497,14310,72,12.65
61,132692,48688,3,18.19
63,54105,158908,48,18.99
69,61330,65244,98,24.48
45,75164,129158,90,19.88
55,96136,77778,115,11.54
49,76648,132914,34,17.29
40,113908,96025,119,24.0
59,113019,240256,25,14.88
68,78585,33942,76,14.28
40,116930,65077,29,24.02
67,59495,40689,107,24.38
21,140591,33344,4,11.28
23,49687,163882,64,22.64
41,39691,9730,18,11.57
66,135688,57430,97,21.88
36,42288,241043,79,3.28
58,78471,224590,70,17.83
53,51811,125223,35,24.04
54,75972,227696,73,10.08
22,142356,234923,50,23.85
57,24521,185817,110,11.59
54,33493,158146,82,14.72
58,124306,34276,1,2.19
66,88498,144587,102,21.13
38,60161,192833,28,5.84
32,124985,110488,119,5.26
50,106683,67657,4,14.69
50,104195,108141,47,24.58
49,17985,212968,54,3.18
62,135916,224211,109,6.8
38,71117,154185,90,21.62
49,46676,91728,81,24.27
32,107348,32656,98,18.09
35,59250,59583,38,18.43
57,54973,161692,0,21.66
46,89366,35735,88,5.75
60,15304,234884,43,7.55
67,102814,8284,63,4.31
56,94758,209240,112,4.12
35,125471,97535,86,12.16
44,46520,59532,64,17.79
37,19851,120168,25,3.29
44,34844,177220,109,6.55
18,134231,29194,8,7.51
31,41198,199984,60,12.72
26,139031,230044,112,6.21
66,57351,127010,115,15.66
45,147347,216009,48,13.21
44,76939,9717,15,11.6
62,92346,12178,66,19.05
34,105183,7032,71,17.21
61,100621,54140,117,6.79
32,46771,118927,60,22.51
56,81373,224870,59,2.39
67,118664,133092,92,14.2
40,78377,30594,49,22.25
21,112081,106139,89,19.82
49,117355,225904,37,23.59
62,134709,116771,23,10.48
33,88655,177808,54,17.61
37,122269,14819,10,16.28
44,128820,103273,93,8.85
20,137790,62098,19,3.46
49,50996,19852,31,13.67
26,64771,36333,52,8.77
33,64053,239970,35,21.0
47,46602,210303,101,11.16
32,53450,10157,70,17.78
37,111670,88147,54,5.52
34,98320,55824,43,23.09
68,126772,43138,58,22.5
25,48532,217803,68,8.16
26,142778,200479,40,2.28
47,80071,33354,68,10.66
59,55174,63168,85,23.71
22,135288,111500,25,18.09
33,47511,103480,87,23.67
24,58354,172498,41,18.45
24,62571,6450,26,21.25
29,31069,10454,86,24.38
33,135659,80951,50,19.56
26,103924,242832,70,14.04
63,75243,226351,36,4.13
20,108305,163224,14,15.46
53,44361,65862,12,11.17
33,59993,189676,63,18.44
29,131643,207427,78,6.14
58,20197,131114,48,7.23
31,67124,83561,33,8.74
40,113566,207452,9,10.44
50,90727,192586,47,22.44
18,97275,89448,4,23.55
55,88769,21553,98,2.58
35,80998,16580,71,19.43
51,98231,179811,75,24.55
18,76580,27659,68,13.26
64,149201,33809,105,17.48
58,131224,140289,4,8.92
29,57087,59526,114,20.73
43,41981,48722,99,13.91
37,61082,215982,91,5.99
66,130890,54129,22,21.03
20,65460,43502,44,22.86
25,17927,109377,3,2.47
47,94467,22184,80,16.98
56,34282,10526,71,3.59
40,140400,162795,80,21.88
48,20742,22347,72,17.53
32,21081,46401,37,14.84
59,84246,131225,72,14.19
39,99639,17549,9,6.91
35,116332,223595,26,16.85
18,50901,156959,110,21.86
56,25486,30239,12,12.27
25,16605,75544,85,12.12
58,17148,153406,100,6.27
27,120004,116590,38,7.35
23,61443,31500,15,5.8
34,124275,36291,115,19.4
34,20813,20873,89,8.82
36,51116,83735,61,22.73
39,62670,45302,30,7.98
26,128668,73304,94,18.37
27,45693,35226,1,5.43
37,63943,201168,60,21.86
43,32861,120618,14,3.23
54,44005,203674,77,18.81
33,50832,173838,38,2.36
64,92501,6800,6,11.6
34,17221,115608,12,19.88
64,104909,20761,64,6.37
43,133013,31022,46,18.52
47,47080,158520,80,18.49
47,84458,11815,110,21.38
68,127617,96559,35,2.22
69,133746,47874,36,23.76
38,126392,162876,73,23.46
36,78545,6917,112,17.78
64,65352,150799,109,22.07
19,54197,193159,52,14.99
23,39407,219024,25,17.8
60,127580,53880,89,13.22
68,110352,49591,100,20.3
60,91219,188836,67,8.3
45,93751,132422,89,11.16
45,18798,108763,36,22.13
57,23474,14665,104,2.56
63,138631,66993,51,4.79
21,108361,12641,44,23.19
51,128485,211546,7,3.03
29,54114,10389,69,7.22
43,15612,68921,29,5.78
55,137962,79728,43,11.47
39,145882,161485,111,22.32
47,18522,101670,93,20.9
27,49931,176560,35,13.38
25,105855,149846,106,17.69
26,57656,42925,21,12.66
30,100840,162589,68,7.83
21,43668,241488,0,9.66
62,113931,150863,59,3.12
65,44788,46613,43,21.15
50,35921,25986,114,9.68
64,36446,31820,3,16.06
68,26847,164861,102,21.16
44,46820,151606,2,19.54
27,35757,146898,4,12.32
19,92931,134711,51,14.05
41,121590,74499,88,3.1
53,53974,62324,37,21.18
47,44602,161442,115,9.58
39,27439,10186,119,12.06
19,96962,240825,76,24.48
30,55291,114490,31,23.68
67,143810,212574,40,19.94
35,59114,232433,118,11.29
52,50577,195808,119,14.09
22,50429,57713,8,10.29
56,96527,17196,32,15.8
20,55826,178035,42,6.7
57,103281,118587,99,6.29
23,136060,168660,109,22.54
23,134983,226200,9,16.52
48,48437,52463,87,13.1
51,97585,100693,10,5.54
25,53109,181819,52,8.18
62,58738,134489,83,20.22
27,117335,74775,64,5.07
41,54513,49546,98,15.9
38,78409,147687,78,10.29
22,54175,12828,74,18.18
55,111845,130426,19,24.44
49,40227,147478,72,15.51
45,18832,174437,95,19.33
52,109547,69205,99,20.6
27,126324,94767,103,11.62
25,121754,28467,55,21.22
65,108834,203744,12,20.74
45,66255,8550,79,20.47
18,74214,179573,10,18.81
37,108546,165484,94,14.76
65,131508,225664,102,22.07
34,84546,121426,49,11.15
35,19622,10234,52,17.31
19,138820,148299,112,8.0
61,56293,156276,69,23.27
62,96028,84235,37,21.56
65,142372,14074,89,18.08
18,104260,97741,97,6.03
41,113758,97048,98,2.4
23,133632,126340,112,13.66
45,111245,135575,12,5.66
60,72644,94689,49,8.53
21,121295,9938,20,16.44
46,42275,13273,24,19.38
34,59560,177323,2,7.08
52,92190,20810,78,21.68
38,66839,72228,10,21.29
35,133684,197454,106,24.45
25,70975,201741,80,16.22
42,62939,201589,40,22.48
67,113253,72540,108,6.75
32,111184,133148,28,16.24
29,34471,193513,53,3.23
57,36851,50863,29,13.29
53,101362,53052,68,23.07
40,64243,136392,6,5.85
58,124971,149175,26,4.16
25,28322,155888,95,18.33
53,136644,45353,113,24.07
36,142731,169028,45,12.69
31,69184,225725,9,12.52
52,133289,74583,54,6.46
52,86005,145991,8,12.16
64,119868,155636,103,24.99
37,41310,234480,16,16.11
40,34589,9322,47,24.45
51,30383,191669,105,20.93
32,91202,138495,39,5.39
61,39167,77391,68,15.35
22,31500,190365,64,14.81
43,65038,199443,50,13.54
63,107954,158063,33,12.11
69,32793,89237,73,14.6
53,134362,103560,4,2.79
49,111164,101252,46,9.98
64,26608,218748,76,4.83
46,59672,26072,81,8.21
65,57188,175847,65,22.93
35,82052,38477,106,14.43
69,80835,142173,117,12.95
25,15193,182200,92,12.67
67,128692,128435,34,4.36
57,86358,156358,85,20.79
47,123865,189261,97,17.74
37,82423,178586,105,17.47
54,108319,161763,65,3.87
27,51815,249146,86,13.45
38,138570,164057,57,20.91
49,146651,84815,27,10.19
37,98089,159329,21,20.33
38,17564,137359,74,10.67
63,47924,165689,91,4.97
50,131868,189997,15,9.35
66,135569,90328,15,6.12
24,94124,85696,75,7.48
44,29346,164713,56,17.35
48,97188,114870,118,9.28
22,135131,111295,49,21.8
29,120529,194763,55,14.82
54,24054,101941,22,23.58
62,123966,144229,73,21.43
39,115024,114907,73,24.55
53,26964,229387,54,3.05
32,44663,74175,28,2.79
21,147869,20488,14,21.69
46,64779,248366,81,21.63
46,138155,188672,24,18.0
52,110624,35645,35,18.07
26,147168,238892,98,8.3
48,92274,127218,72,20.65
52,124890,76984,7,22.11
36,22959,231666,21,19.95
38,45905,236788,15,13.96
48,92379,154933,21,24.59
41,101385,226730,29,14.29
65,95781,68698,65,9.03
56,20958,79563,18,12.14
20,82970,99316,75,22.56
21,114593,247384,100,14.72
57,131777,154238,88,18.48
30,84268,233952,14,17.28
62,101106,176386,14,22.39
58,24068,7768,1,17.15
40,113707,175578,116,2.41
24,20987,137480,94,9.24
61,121997,141262,58,8.85
21,112168,143111,14,18.22
51,17393,109913,113,2.45
62,112159,53879,118,2.92
46,62956,14355,88,17.6
56,16132,245082,82,16.51
48,79571,142233,31,8.46
68,118209,32941,77,17.85
63,37198,128544,108,23.97
39,141277,147626,39,12.99
47,112675,134296,94,14.81
67,64494,88379,45,18.63
57,137198,77312,114,21.25
43,144841,139290,58,21.55
54,45374,16331,50,23.58
31,75100,145167,38,13.46
18,63602,22328,93,22.52
51,68519,114206,94,14.37
39,23192,74438,85,12.15
26,126546,58619,17,22.43
39,45644,25615,53,21.62
67,56080,79280,118,21.28
34,59315,245613,14,9.51
32,136498,184789,108,13.41
18,132844,55929,3,17.24
56,99757,12535,78,2.63
19,71513,199462,51,8.78
28,65420,152291,30,9.38
38,142145,223366,24,23.38
28,127529,94386,65,2.07
60,19794,35099,22,2.6
69,108717,197858,84,22.01
68,105771,238864,26,15.9
60,104883,12058,5,6.48
26,119558,156270,5,20.61
52,102550,211640,68,8.01
32,97812,141125,24,2.93
63,98514,124290,97,23.7
35,41547,142888,48,24.61
33,130195,145915,25,2.72
52,113769,201151,110,16.37
40,128110,79683,42,14.32
42,89110,121985,54,20.09
39,18278,179893,83,12.92
67,15991,35508,23,4.09
39,114907,156625,96,7.75
37,37474,74982,13,12.59
54,96410,5117,96,14.02
22,130132,151529,64,3.62
35,51129,140468,92,6.82
54,34260,128082,2,8.17
59,86051,96677,93,16.34
22,28518,186407,119,13.56
41,99798,17204,4,4.82
68,102486,15417,14,17.19
48,31037,217872,81,6.99
63,51001,135055,73,23.82
43,148781,155115,20,20.81
61,100184,146913,3,13.06
62,15368,44354,61,17.68
40,122999,164764,71,17.3
69,147622,136012,19,4.42
37,52953,83618,76,2.04
63,125223,121662,11,8.12
31,42745,117467,33,8.57
63,98519,111504,92,9.64
48,23288,123748,16,4.76
48,58756,69665,86,18.39
30,64732,120493,89,24.27
56,77249,168054,19,6.2
31,57409,98968,104,20.97
36,17825,216611,117,16.64
18,39714,222726,67,24.37
69,71656,65027,39,2.63
49,92975,169890,100,11.2
38,149697,67071,73,2.47
51,132589,9785,108,23.53
65,99258,241060,117,9.34
41,23789,193331,104,8.44
35,115759,37764,13,23.8
27,135195,206752,4,12.4
22,60982,170276,24,6.9
31,27677,10581,113,13.54
65,78849,232144,61,16.03
21,143522,101095,51,18.49
62,52206,152803,59,5.82
31,96340,212242,58,17.46
53,53638,62620,119,19.52
60,77179,18634,92,10.38
27,39075,66903,79,15.64
21,54461,248162,76,20.57
63,49024,169905,74,18.1
69,52780,77711,54,14.66
51,143198,207966,75,5.99
49,21469,208376,67,16.54
37,67772,107546,106,18.02
40,134529,54178,55,21.87
67,60681,111689,114,10.34
35,72797,193311,7,11.92
37,124436,228014,0,16.86
22,68542,45423,113,10.29
23,53840,213616,51,16.51
49,112745,80940,106,2.87
35,84152,150661,84,21.65
35,69597,204111,16,15.39
57,29685,46755,102,7.95
64,133836,228985,106,3.91
43,43785,69971,117,23.93
41,76555,27763,65,4.4
25,44881,218064,15,10.81
34,41423,17757,42,7.34
52,17314,33341,15,13.35
68,138224,227379,52,17.42
66,78784,234930,72,9.75
18,134124,121873,86,9.64
51,99605,170545,88,16.68
59,118187,212720,118,21.06
19,100353,42339,28,18.09
22,129516,187115,100,2.25
28,60855,203575,114,13.9
24,133951,89507,79,2.06
66,102452,77055,26,23.68
68,91373,9238,50,21.47
44,148507,197824,33,11.45
35,132982,64636,44,18.44
21,128514,44010,82,20.61
60,54135,149130,101,19.11
65,145719,35285,37,2.21
53,17191,116740,83,14.27
50,77602,197041,36,13.71
39,43688,115275,58,18.52
54,139000,139515,92,5.72
32,59719,211343,17,24.67
44,119998,158006,80,19.29
40,55100,151963,82,19.44
46,43589,222990,79,2.28
49,143965,217527,47,13.98
33,75593,85889,110,7.53
68,70760,187150,84,14.47
43,71408,106822,77,14.51
35,136047,231626,53,23.99
62,39795,85971,93,10.45
30,119936,160370,31,16.72
39,96924,176445,31,14.2
57,94185,5940,105,10.19
44,117477,68213,108,15.76
44,106754,207002,109,18.17
28,16156,198867,102,6.54
36,103293,112254,55,20.11
62,129693,8001,55,22.32
55,115740,225130,67,4.39
69,128778,174609,76,4.8
33,140100,29335,4,13.32
52,106579,11501,114,20.83
44,112236,92700,59,5.07
34,127702,188387,69,16.23
41,137453,181431,55,18.3
43,83955,185445,61,11.4
54,91814,11488,13,9.04
59,49678,100565,105,13.11
43,146731,101411,57,2.57
67,48594,187111,36,3.84
57,129533,217232,29,5.36
35,19364,201998,37,9.26
29,15597,194147,69,24.18
22,136881,82176,98,13.66
26,141054,131459,25,15.83
64,140853,218340,102,10.92
43,32624,198441,58,17.08
59,96189,52018,83,15.54
34,65649,109365,13,13.94
21,98746,169659,4,14.5
62,80488,28723,68,17.27
69,44189,47299,15,6.23
19,92097,161272,34,15.12
62,21688,180051,53,21.61
59,123712,176170,28,19.99
37,77273,80046,61,11.85
50,81025,95986,46,10.2
64,24708,54561,110,9.61
61,82426,36093,90,9.62
43,88007,69920,110,10.93
21,65945,180984,25,9.7
25,36798,176734,103,4.31
69,46750,150552,38,12.0
64,49826,181717,28,9.72
40,31900,235605,33,12.57
56,66820,194640,91,6.98
61,57780,91625,78,7.13
47,85462,215763,56,6.08
33,86914,28816,82,18.86
18,136561,220724,73,14.08
61,52989,205223,100,20.66
22,110287,46917,26,21.46
58,111681,247648,112,2.35
58,145968,215790,68,2.91
24,121664,53123,40,6.57
46,68720,77130,4,4.47
68,39363,203478,74,12.8
24,70781,124697,90,3.86
19,107237,206515,21,14.13
42,92919,50206,63,18.61
36,81164,98654,49,21.16
34,117854,157425,48,2.1
56,64561,238552,52,17.82
69,36613,84499,46,5.15
61,103165,47859,115,6.83
36,129801,41518,26,23.51
56,36868,112443,95,11.61
68,48854,162359,61,14.48
42,105715,5860,98,10.19
59,75485,196519,96,22.33
34,61822,216274,33,12.2
36,139402,199008,18,20.34
24,91735,199666,42,14.89
49,76716,116117,82,2.45
44,75175,108992,100,2.04
29,83620,123870,73,22.34
58,149889,141656,90,24.75
36,54010,122547,5,23.06
52,63276,54592,39,18.25
39,126011,170013,41,5.28
59,145174,72992,87,18.86
24,112613,231946,78,7.85
47,60135,182293,93,7.5
36,105227,136704,50,7.81
53,103345,8496,45,11.36
23,124377,32642,25,23.53
25,51593,225837,3,23.85
40,130390,128603,56,22.22
35,55913,192534,28,18.61
23,113635,209267,68,19.78
42,84225,249431,82,8.45
26,114039,27361,91,22.76
50,143183,150232,72,10.74
32,72239,44962,57,2.84
56,54219,174120,11,14.17
65,130133,209270,75,6.65
32,49787,119254,62,15.66
38,106678,37719,32,21.74
20,36877,143699,19,21.56
61,99689,123091,96,10.28
32,121833,24434,7,9.58
37,52387,65171,4,18.36
49,87041,166568,105,10.39
18,118981,27618,10,12.96
33,120449,58343,35,5.3
45,147355,84554,61,6.52
46,91157,215321,96,9.63
47,146732,72016,113,5.19
45,128077,144005,7,19.78
34,68521,167549,60,9.2
20,83429,48057,95,21.55
50,17252,36398,38,6.12
23,58565,33801,103,17.73
36,87582,121531,16,24.54
26,42831,102318,42,23.82
61,72800,14213,10,22.59
23,54713,222129,30,8.67
31,72010,90885,104,9.37
66,86189,195925,71,13.44
36,64655,137341,119,2.88
28,136596,235797,51,22.35
19,22691,161570,28,8.85
63,140276,183867,113,4.08
30,37122,7975,67,22.87
66,104014,195544,30,12.05
29,137440,34684,14,5.96
53,66679,117019,105,9.98
59,23847,109051,22,15.52
27,111028,211070,40,17.64
33,81823,213527,111,5.57
27,83558,58129,33,4.7
65,51606,50108,67,20.46
37,63994,184910,118,24.35
69,81703,176663,112,16.54
37,91117,223343,72,13.09
54,41298,32028,70,16.56
18,63837,122736,46,5.4
28,114981,98288,65,2.86
24,136968,244550,104,10.8
69,26882,113402,72,13.06
42,118539,186545,39,16.61
50,123253,192197,7,9.15
57,128928,152873,36,15.9
56,135907,143026,0,20.18
51,148118,176773,104,24.24
64,102215,229861,105,10.32
36,81298,181911,91,19.09
50,68326,180145,20,10.37
31,112906,150644,81,23.9
52,124489,27373,38,22.75
33,149593,139456,41,21.19
32,29798,112500,0,2.47
40,40500,218465,95,2.88
63,139466,179585,5,23.95
18,121997,245535,66,4.61
34,82667,117605,4,14.34
27,122274,150720,98,14.85
65,30108,223424,82,16.76
53,60991,225103,24,7.79
24,42413,175218,89,14.42
58,55034,80443,19,16.94
42,100928,220598,98,9.39
61,24096,110627,8,5.0
64,78618,90406,97,22.86
30,73264,19495,65,10.34
18,53445,106737,83,21.63
62,43209,228732,54,21.14
54,84302,152693,86,8.47
37,107318,121736,18,7.41
34,56233,55558,81,6.29
18,114831,19624,74,14.1
56,104255,97227,81,4.25
46,120999,177758,102,15.14
35,56775,139873,42,18.31
33,84496,49674,50,2.57
58,127266,200196,10,12.88
62,23001,218846,116,16.12
30,81679,176058,6,3.06
42,82959,86121,12,14.21
